component_type,component_name,component_link,Capacity,Form_Factor,Inferred_Tested_and_run_inhouse_at_PCP,Interface,Manufacturer,NVME,Part_#_#,Price_GB,Type
,Western Digital Black SN750 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/9zQG3C/western-digital-wd_black-sn750-2-tb-m2-2280-nvme-solid-state-drive-wds200t3xhc,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS200T3XHC; WDS200T3XHC-00SJG0,$0.16 ,SSD
,TEAMGROUP T-Force Cardea Zero Z330 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/Nb4BD3/team-t-force-cardea-zero-z330-1-tb-m2-2280-nvme-solid-state-drive-tm8fp8001t0c311,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,TEAMGROUP,Yes,TM8FP8001T0C311,,SSD
,"TEAMGROUP T-Force Vulcan Z 1 TB 2.5"" SSD",https://pcpartpicker.com/product/BvGbt6/teamgroup-t-force-vulcan-z-1-tb-25-solid-state-drive-t253tz001t0c101,1 TB,"2.5""",,SATA 6.0 Gb/s,TEAMGROUP,No,T253TZ001T0C101,$0.05 ,SSD
,Western Digital Black SN750 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/QQrmP6/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0c,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS100T3X0C; WDS100T3X0C-00SJG0,$0.12 ,SSD
,Sabrent Rocket 4.0 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/fVYQzy/sabrent-rocket-40-1-tb-m2-2280-solid-state-drive-sb-rocket-nvme4-1tb,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Sabrent,Yes,SB-ROCKET-NVMe4-1TB,,SSD
,Western Digital Black SN850 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/jhfFf7/western-digital-black-sn850-500-gb-m2-2280-nvme-solid-state-drive-wds500g1x0e,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS500G1X0E,$0.22 ,SSD
,"SK Hynix Gold S31 500 500 GB 2.5"" SSD",https://pcpartpicker.com/product/rKpmP6/sk-hynix-gold-s31-500-gb-25-solid-state-drive-shgs31-500gs-2,500 GB,"2.5""",,SATA 6.0 Gb/s,SK Hynix,No,SHGS31-500GS-2,,SSD
,Samsung 980 Pro w/Heatsink 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/4PYmP6/samsung-980-pro-heatsink-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0cw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0CW,$0.11 ,SSD
,KIOXIA EXCERIA PRO 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/7GC48d/kioxia-exceria-pro-2-tb-m2-2280-nvme-solid-state-drive-lse10z002tg8,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,KIOXIA,Yes,LSE10Z002TG8,,SSD
,Samsung 980 Pro w/Heatsink 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/4PYmP6/samsung-980-pro-heatsink-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0cw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0CW,$0.11 ,SSD
,TEAMGROUP MP44 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/wXkH99/teamgroup-mp44-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpw001t0c101,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPW001T0C101,$0.07 ,SSD
,Samsung 970 Evo 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/vMMwrH/samsung-970-evo-20tb-m2-2280-solid-state-drive-mz-v7e2t0bw,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7E2T0BW,$0.13 ,SSD
,Western Digital Black SN850 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/dyJmP6/western-digital-black-sn850-wheatsink-500-gb-m2-2280-nvme-solid-state-drive-wds500g1xhe,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS500G1XHE,$0.26 ,SSD
,Samsung 970 Pro 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/thvbt6/samsung-970-pro-512gb-m2-2280-solid-state-drive-mz-v7p512bw,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7P512BW,$0.47 ,SSD
,Corsair MP510 960 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/Ny22FT/corsair-mp510-960gb-m2-2280-solid-state-drive-cssd-f960gbmp510,960 GB,M.2-2280,,M.2 PCIe 3.0 X4,Corsair,Yes,CSSD-F960GBMP510,,SSD
,Intel 660p 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/K6Jtt6/intel-660p-1-tb-m2-2280-nvme-solid-state-drive-ssdpeknw010t801,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Intel,Yes,SSDPEKNW010T801,$0.15 ,SSD
,"Intel Optane 905P 1.5 TB 2.5"" NVME SSD",https://pcpartpicker.com/product/x9ZFf7/intel-optane-905p-15-tb-25-nvme-solid-state-drive-ssdpe21d015tax1,1.5 TB,"2.5""",,U.2,Intel,Yes,SSDPE21D015TAX1; SSDPE21D015TA01,$3.00 ,SSD
,"Samsung Spinpoint F1 DT 320 GB 3.5"" 7200 RPM",https://pcpartpicker.com/product/syNp99/samsung-internal-hard-drive-hd322hj,320 GB,"3.5""",,SATA 3.0 Gb/s,Samsung,No,HD322HJ,,7200 RPM
,Intel 660p 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/TKZzK8/intel-660p-1-tb-m2-2280-nvme-solid-state-drive-ssdpeknw010t8xt,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Intel,Yes,SSDPEKNW010T8XT,,SSD
,"SanDisk SSD PLUS 480 GB 2.5"" SSD",https://pcpartpicker.com/product/x28H99/sandisk-ssd-plus-480gb-25-solid-state-drive-sdssda-480g-g26,480 GB,"2.5""",,SATA 6.0 Gb/s,SanDisk,No,SDSSDA-480G-G26,$0.08 ,SSD
,Crucial MX500 500 GB M.2-2280 SATA SSD,https://pcpartpicker.com/product/fgZFf7/crucial-mx500-500gb-m2-2280-solid-state-drive-ct500mx500ssd4,500 GB,M.2-2280,,M.2 SATA,Crucial,No,CT500MX500SSD4,,SSD
,MSI SPATIUM M390 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/CtBG3C/msi-spatium-m390-1-tb-m2-2280-nvme-solid-state-drive-sm390n1tb,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,MSI,Yes,SM390N1TB,$0.08 ,SSD
,Patriot P300 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/bdsnTW/patriot-p300-1-tb-m2-2280-nvme-solid-state-drive-p300p1tbm28,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Patriot,Yes,P300P1TBM28,$0.06 ,SSD
,Samsung 9100 PRO 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/yjHp99/samsung-9100-pro-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-mz-vap1t0bam,1 TB,M.2-2280,,M.2 PCIe 5.0 X4,Samsung,Yes,MZ-VAP1T0B/AM; MZ-VAP1T0B; MZ-VAP1T0BW,$0.17 ,SSD
,Samsung 980 Pro 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/w96qqs/samsung-980-pro-500-gb-m2-2280-nvme-solid-state-drive-mz-v8p500bam,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P500B/AM; MZ-V8P500BW,$0.17 ,SSD
,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0B/AM; MZ-V8P1T0BW,$0.18 ,SSD
,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P2T0B/AM; MZ-V8P2T0BW,$0.10 ,SSD
,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P2T0B/AM; MZ-V8P2T0BW,$0.10 ,SSD
,Crucial P5 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/VZWzK8/crucial-p5-plus-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct2000p5pssd8,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT2000P5PSSD8,$0.11 ,SSD
,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0B/AM; MZ-V8P1T0BW,$0.18 ,SSD
,"Crucial MX500 250 GB 2.5"" SSD",https://pcpartpicker.com/product/4mkj4D/crucial-mx500-250gb-25-solid-state-drive-ct250mx500ssd1,250 GB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT250MX500SSD1,,SSD
,"Seagate BarraCuda 4 TB 3.5"" 5400 RPM",https://pcpartpicker.com/product/jD3H99/seagate-barracuda-4tb-35-5400rpm-internal-hard-drive-st4000dm004,4 TB,"3.5""",,SATA 6.0 Gb/s,Seagate,No,ST4000DM004,$0.02 ,5400 RPM
,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/Zxw7YJ/samsung-970-evo-plus-1-tb-m2-2280-nvme-solid-state-drive-mz-v7s1t0bam,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7S1T0B/AM; MZ-V7S1T0BW,$0.12 ,SSD
,Not Specified,No Link,,,,,,,,,
,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0B/AM; MZ-V8P1T0BW,$0.18 ,SSD
,"Samsung 860 Evo 500 GB 2.5"" SSD",https://pcpartpicker.com/product/6yKcCJ/samsung-860-evo-500gb-25-solid-state-drive-mz-76e500bam,500 GB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-76E500B/AM; MZ-76E500B/EU; MZ-76E500BW,$0.20 ,SSD
,"Samsung 860 Evo 1 TB 2.5"" SSD",https://pcpartpicker.com/product/yzfhP6/samsung-860-evo-1tb-25-solid-state-drive-mz-76e1t0bam,1 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-76E1T0B/AM; MZ-76E1T0B/EU,$0.15 ,SSD
,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/Zxw7YJ/samsung-970-evo-plus-1-tb-m2-2280-nvme-solid-state-drive-mz-v7s1t0bam,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7S1T0B/AM; MZ-V7S1T0BW,$0.12 ,SSD
,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/RKYmP6/samsung-990-pro-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p4t0bw,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P4T0BW; MZ-V9P4T0B/AM,$0.08 ,SSD
,Samsung 970 Evo 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/P4ZFf7/samsung-970-evo-500gb-m2-2280-solid-state-drive-mz-v7e500bw,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7E500BW,$0.21 ,SSD
,"Samsung 870 Evo 500 GB 2.5"" SSD",https://pcpartpicker.com/product/mRpmP6/samsung-870-evo-500-gb-25-solid-state-drive-mz-77e500bam,500 GB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-77E500B/AM; MZ-77E500B/EU; MZ-77E500BW,$0.10 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,Samsung 980 Pro w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/fVC48d/samsung-980-pro-heatsink-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0cw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P2T0CW,$0.12 ,SSD
,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/RKYmP6/samsung-990-pro-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p4t0bw,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P4T0BW; MZ-V9P4T0B/AM,$0.08 ,SSD
,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0B/AM; MZ-V8P1T0BW,$0.18 ,SSD
,"Samsung 860 Evo 1 TB 2.5"" SSD",https://pcpartpicker.com/product/yzfhP6/samsung-860-evo-1tb-25-solid-state-drive-mz-76e1t0bam,1 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-76E1T0B/AM; MZ-76E1T0B/EU,$0.15 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,Not Specified,No Link,,,,,,,,,
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,"Samsung 870 Evo 1 TB 2.5"" SSD",https://pcpartpicker.com/product/7nsnTW/samsung-870-evo-1-tb-25-solid-state-drive-mz-77e1t0bam,1 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-77E1T0B/AM; MZ-77E1T0B/EU; MZ-77E1T0BW,$0.10 ,SSD
,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P2T0B/AM; MZ-V8P2T0BW,$0.10 ,SSD
,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/RKYmP6/samsung-990-pro-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p4t0bw,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P4T0BW; MZ-V9P4T0B/AM,$0.08 ,SSD
,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/RKYmP6/samsung-990-pro-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p4t0bw,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P4T0BW; MZ-V9P4T0B/AM,$0.08 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,"Crucial MX500 1 TB 2.5"" SSD",https://pcpartpicker.com/product/h3tQzy/crucial-mx500-1tb-25-solid-state-drive-ct1000mx500ssd1,1 TB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT1000MX500SSD1,$0.10 ,SSD
,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P2T0B/AM; MZ-V8P2T0BW,$0.10 ,SSD
,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0B/AM; MZ-V8P1T0BW,$0.18 ,SSD
,Samsung 970 Evo 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/P4ZFf7/samsung-970-evo-500gb-m2-2280-solid-state-drive-mz-v7e500bw,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7E500BW,$0.21 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/RKYmP6/samsung-990-pro-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p4t0bw,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P4T0BW; MZ-V9P4T0B/AM,$0.08 ,SSD
,Crucial P5 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/VZWzK8/crucial-p5-plus-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct2000p5pssd8,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT2000P5PSSD8,$0.11 ,SSD
,Acer Predator GM7000 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/bJV2FT/acer-predator-gm7000-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-bl9bwwr107,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Acer,Yes,BL.9BWWR.107; GM7000-4TB,$0.06 ,SSD
,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P2T0B/AM; MZ-V8P2T0BW,$0.10 ,SSD
,"Western Digital Caviar Blue 500 GB 3.5"" 7200 RPM",https://pcpartpicker.com/product/HGTmP6/western-digital-internal-hard-drive-wd5000aakx,500 GB,"3.5""",,SATA 6.0 Gb/s,Western Digital,No,WD5000AAKX,$0.06 ,7200 RPM
,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/Zxw7YJ/samsung-970-evo-plus-1-tb-m2-2280-nvme-solid-state-drive-mz-v7s1t0bam,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7S1T0B/AM; MZ-V7S1T0BW,$0.12 ,SSD
,Not Specified,No Link,,,,,,,,,
,"Crucial MX500 1 TB 2.5"" SSD",https://pcpartpicker.com/product/h3tQzy/crucial-mx500-1tb-25-solid-state-drive-ct1000mx500ssd1,1 TB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT1000MX500SSD1,$0.10 ,SSD
,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P2T0B/AM; MZ-V8P2T0BW,$0.10 ,SSD
,"Samsung 860 Evo 1 TB 2.5"" SSD",https://pcpartpicker.com/product/yzfhP6/samsung-860-evo-1tb-25-solid-state-drive-mz-76e1t0bam,1 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-76E1T0B/AM; MZ-76E1T0B/EU,$0.15 ,SSD
,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0B/AM; MZ-V8P1T0BW,$0.18 ,SSD
,"Crucial MX500 1 TB 2.5"" SSD",https://pcpartpicker.com/product/h3tQzy/crucial-mx500-1tb-25-solid-state-drive-ct1000mx500ssd1,1 TB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT1000MX500SSD1,$0.10 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,"Samsung 870 Evo 500 GB 2.5"" SSD",https://pcpartpicker.com/product/mRpmP6/samsung-870-evo-500-gb-25-solid-state-drive-mz-77e500bam,500 GB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-77E500B/AM; MZ-77E500B/EU; MZ-77E500BW,$0.10 ,SSD
,"Crucial MX500 500 GB 2.5"" SSD",https://pcpartpicker.com/product/ft8j4D/crucial-mx500-500gb-25-solid-state-drive-ct500mx500ssd1,500 GB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT500MX500SSD1,,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,"Samsung 870 Evo 1 TB 2.5"" SSD",https://pcpartpicker.com/product/7nsnTW/samsung-870-evo-1-tb-25-solid-state-drive-mz-77e1t0bam,1 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-77E1T0B/AM; MZ-77E1T0B/EU; MZ-77E1T0BW,$0.10 ,SSD
,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0BW; MZ-V9P2T0B/AM,$0.09 ,SSD
,"Samsung 850 Pro 256 GB 2.5"" SSD",https://pcpartpicker.com/product/JMPfrH/samsung-internal-hard-drive-mz7ke256bw,256 GB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-7KE256BW,$0.51 ,SSD
,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V8P1T0B/AM; MZ-V8P1T0BW,$0.18 ,SSD
,Samsung 970 Evo Plus 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/TwWfrH/samsung-970-evo-plus-500-gb-m2-2280-nvme-solid-state-drive-mz-v7s500bam,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7S500B/AM; MZ-V7S500BW,$0.16 ,SSD
