Build Title,CPU_component_name,CPU_Core_Count,CPU_Performance_Core_Clock,CPU_Socket,CPU Cooler_component_name,CPU Cooler_Water_Cooled,CPU Cooler_Radiator_Size_mm,CPU Cooler_Noise_Level,Case_component_name,Case_Type,Case_Height_mm,Case_Width_mm,Case_Depth_mm,Case_ATX,Case_Mini ITX,Memory_component_name,Memory_Speed,Memory_Form_Factor,Memory_Modules,Motherboard_component_name,Motherboard_Chipset,Motherboard_Form_Factor,Motherboard_Memory_Speed,Power Supply_component_name,Power Supply_Wattage,Power Supply_Efficiency_Rating,Power Supply_Modular,Storage_component_name,Storage_Capacity,Storage_Form_Factor,Storage_NVME,Video Card_component_name,Video Card_Chipset,Video Card_Memory,Video Card_TDP
First PC build ever! :D Ayanami Rei themed,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Thermalright Frozen Notte ARGB 72.37 CFM Liquid,True,240.0,27.7,Montech SKY TWO ATX Mid Tower,ATX Mid Tower,430.0,215.0,490.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock A620M Pro RS WiFi Micro ATX AM5,AMD A620,Micro ATX,6200,Unknown,Unknown,Unknown,Unknown,Western Digital Blue SN580 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7800 XT,16,263
First PC build!,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Unknown,Unknown,Unknown,Unknown,NZXT H6 Flow RGB ATX Mid Tower,ATX Mid Tower,415.0,287.0,435.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus TUF GAMING B650-PLUS WIFI ATX AM5,AMD B650,ATX,6400,be quiet! Pure Power 12 M 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7800 XT,16,263
First PC dream build,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Thermalright Assassin X Refined SE RGB 66.17 CFM,False,0.0,25.6,Zalman P30 MicroATX Mini Tower,MicroATX Mini Tower,453.0,235.0,429.0,0,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B650M Pro RS WiFi Micro ATX AM5,AMD B650,Micro ATX,6200,Unknown,Unknown,Unknown,Unknown,Patriot Viper VP4300 Lite 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
First PC-Build,AMD Ryzen 5 5600 3.5 GHz 6-Core,6,3500,AM4,Unknown,Unknown,Unknown,Unknown,Corsair 4000D Airflow ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL18,3600,DDR4,2 x 16GB,MSI B550M PRO-VDH WIFI Micro ATX AM4,AMD B550,Micro ATX,4400,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
First Pc Build,Intel Core i5-12400F 2.5 GHz 6-Core,6,2500,LGA1700,Unknown,Unknown,Unknown,Unknown,Deepcool CC360 ARGB MicroATX Mini Tower,MicroATX Mini Tower,418.0,215.0,431.0,0,1,Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI PRO B760M-A WIFI Micro ATX LGA1700,Intel B760,Micro ATX,6800,Unknown,0,Unknown,Unknown,Samsung 990 EVO 2 TB M.2-2280 PCIe 5.0 X2 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
First Pc Build Y70 Touch,AMD Ryzen 9 7900X3D 4.4 GHz 12-Core,12,4400,AM5,Unknown,Unknown,Unknown,Unknown,HYTE Y70 Touch Infinite ATX Mid Tower,ATX Mid Tower,470.0,320.0,470.0,1,1,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6400 CL32,6400,DDR5,2 x 32GB,Asus ROG STRIX X670E-E GAMING WIFI ATX AM5,AMD X670E,ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
First Pc I've Built.,Intel Core i7-13700K 3.4 GHz 16-Core,16,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Klevv CRAS V RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,6400,DDR5,2 x 16GB,Gigabyte B760M AORUS ELITE X AX Micro ATX LGA1700,Intel B760,Micro ATX,8266,Cooler Master V SFX Gold ATX 3.0 850 W 80+ Gold Certified Fully Modular SFX,850,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
First Personal PC (15 yr. old HS Freshman PC Setup),AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL32,6000,DDR5,2 x 16GB,Gigabyte B650 GAMING X AX V2 ATX AM5,AMD B650,ATX,8000,MSI MAG A850GL PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
First Personal Rig,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Asus Prime AP201 MicroATX Mini Tower,MicroATX Mini Tower,350.0,205.0,460.0,0,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI PRO B650M-A WIFI Micro ATX AM5,AMD B650,Micro ATX,6400,Unknown,0,Unknown,Unknown,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
First Real Budget Build All-White (2022),AMD Ryzen 5 5600X 3.7 GHz 6-Core,6,3700,AM4,Unknown,Unknown,Unknown,Unknown,darkFlash DLX21 Mesh ATX Mid Tower,ATX Mid Tower,0.0,0.0,0.0,1,1,V-Color Prism Pro 16 GB (2 x 8 GB) DDR4-3600 CL18,3600,DDR4,2 x 8GB,ASRock B550 Pro4 ATX AM4,AMD B550,ATX,4533,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,NVIDIA Founders Edition GeForce RTX 3060 Ti 8 GB,GeForce RTX 3060 Ti,8,200
First Real Build,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Thermalright Frozen Notte ARGB 72.37 CFM Liquid,True,360.0,27.7,HYTE Y60 ATX Mid Tower,ATX Mid Tower,535.0,372.0,540.0,1,1,Klevv CRAS V RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus ROG STRIX B650-A GAMING WIFI ATX AM5,AMD B650,ATX,6400,Unknown,Unknown,Unknown,Unknown,"Western Digital Blue 500 GB 2.5"" SSD",500,"2.5""",False,Unknown,Radeon RX 7800 XT,16,263
First SFF build,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Thermalright AXP90-X47 42.58 CFM,False,0.0,22.4,Fractal Design Terra Mini ITX Desktop,Mini ITX Desktop,343.0,153.0,218.0,0,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus ROG STRIX B650E-I GAMING WIFI Mini ITX AM5,AMD B650E,Mini ITX,6400,Cooler Master V SFX Gold ATX 3.0 850 W 80+ Gold Certified Fully Modular SFX,850,80+ Gold,Fully Modular,Samsung 980 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
First Time Builder,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Thermalright SI-100 WHITE ARGB 72.37 CFM,False,0.0,27.7,Jonsbo Jonsplus Z20 MicroATX Desktop,MicroATX Desktop,382.0,198.0,335.0,0,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B650M AORUS ELITE AX ICE Micro ATX AM5,AMD B650,Micro ATX,8000,Unknown,Unknown,Unknown,Unknown,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 3060 12GB,12,170
First Timer Approved Budget Gaming + Productivity Build,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li LANCOOL 205 Mesh C ATX Mid Tower,ATX Mid Tower,415.0,205.0,485.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Gigabyte B650 GAMING X AX V2 ATX AM5,AMD B650,ATX,8000,be quiet! Pure Power 12 M 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Arc B580,12,200
First budget PC build - $586.15 USD,AMD Ryzen 5 5600 3.5 GHz 6-Core,6,3500,AM4,Jonsbo CR-1400 EVO ARGB Black 38.2 CFM,False,0.0,28.049999999999997,Zalman S2 ATX Mid Tower,ATX Mid Tower,424.0,196.0,462.0,1,1,Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-2666 CL16,2666,DDR4,2 x 8GB,Gigabyte B550 GAMING X V2 ATX AM4,AMD B550,ATX,4733,Silverstone Essential 750 W 80+ Gold Certified ATX,750,80+ Gold,Non Modular,ADATA LEGEND 960 MAX 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce GTX 1660 SUPER,6,125
First build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Montech XR ATX Mid Tower,ATX Mid Tower,435.0,230.0,450.0,1,1,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6400 CL32,6400,DDR5,2 x 32GB,ASRock B850 Riptide WiFi ATX AM5,AMD B850,ATX,8000,Asus ROG Strix 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Patriot Viper VP4300 Lite 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
First build  New Case Purple / Black,Intel Core i9-13900K 3 GHz 24-Core,24,3000,LGA1700,TRYX PANORAMA SE ARGB 66.09 CFM Liquid,True,360.0,0.0,Lian Li O11 VISION COMPACT ATX Mid Tower,ATX Mid Tower,447.5,287.5,446.4,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus ROG STRIX Z690-E GAMING WIFI ATX LGA1700,Intel Z690,ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4090,24,450
First build (Boba fett theme),AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Lian Li Galahad II Trinity SL-INF 61.3 CFM Liquid,True,360.0,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus TUF GAMING B650M-PLUS WIFI Micro ATX AM5,AMD B650,Micro ATX,6400,be quiet! Pure Power 12 M 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
First build - blueberry,AMD Ryzen 5 3600 3.6 GHz 6-Core,6,3600,AM4,Unknown,Unknown,Unknown,Unknown,Thermaltake Versa H18 MicroATX Mini Tower,MicroATX Mini Tower,380.0,205.0,390.0,0,1,SK Hynix HMA81GU6MFR8N-UH 8 GB (1 x 8 GB) DDR4-2400 CL17,2400,DDR4,1 x 8GB,Asus TUF GAMING A520M-PLUS WIFI Micro ATX AM4,AMD A520,Micro ATX,4866,Zalman TX 700 W ATX,700,Unknown,Non Modular,Samsung 970 Evo 250 GB M.2-2280 PCIe 3.0 X4 NVME SSD,250,M.2-2280,True,Unknown,GeForce GTX 1050 Ti,4,75
First build :3,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Phanteks ECLIPSE G500A DRGB ATX Mid Tower,ATX Mid Tower,500.0,240.0,515.0,1,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI B650 GAMING PLUS WIFI ATX AM5,AMD B650,ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Sapphire PURE Radeon RX 7800 XT 16 GB,Radeon RX 7800 XT,16,270
First build RGB BABYYYY,AMD Ryzen 7 5800X 3.8 GHz 8-Core,8,3800,AM4,Unknown,Unknown,Unknown,Unknown,Cougar Duoface Pro RGB ATX Mid Tower,ATX Mid Tower,465.0,240.0,496.0,1,1,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL16,3600,DDR4,2 x 16GB,Asus PRIME B550-PLUS AC-HES ATX AM4,AMD B550,ATX,4866,Unknown,0,Unknown,Unknown,Samsung SM961 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
First build in 20 years - Mini ITX build in White,Intel Core i5-13600K 3.5 GHz 14-Core,14,3500,LGA1700,Unknown,Unknown,Unknown,Unknown,Lian Li Q58 (PCIe 3.0) Mini ITX Desktop,Mini ITX Desktop,342.0,170.0,250.0,0,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus ROG STRIX B760-I GAMING WIFI Mini ITX LGA1700,Intel B760,Mini ITX,7600,Unknown,Unknown,Unknown,Unknown,Western Digital Blue SN580 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
First build using Arctic,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Corsair 5000D AIRFLOW ATX Mid Tower,ATX Mid Tower,520.0,245.0,520.0,1,1,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus TUF GAMING X670E-PLUS ATX AM5,AMD X670E,ATX,6400,Unknown,Unknown,Unknown,Unknown,"Kingston A400 240 GB 2.5"" SSD",240,"2.5""",False,Gigabyte GAMING OC 3X GeForce RTX 2070 SUPER 8 GB,GeForce RTX 2070 SUPER,8,215
First build with prime deals,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,NZXT H7 Elite (2023) ATX Mid Tower,ATX Mid Tower,480.0,230.0,505.0,1,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B650 AORUS ELITE AX ATX AM5,AMD B650,ATX,6600,Unknown,0,Unknown,Unknown,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
First build 💜,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Unknown,Unknown,Unknown,Unknown,NZXT H6 Flow ATX Mid Tower,ATX Mid Tower,415.0,287.0,435.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI PRO B650M-P Micro ATX AM5,AMD B650,Micro ATX,6000,MSI MAG A650GL 650 W 80+ Gold Certified Fully Modular ATX,650,80+ Gold,Fully Modular,FanXiang S880 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
First build-,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Lian Li Galahad II Trinity SL-INF 61.3 CFM Liquid,True,360.0,29.0,Lian Li O11D EVO RGB ATX Mid Tower,ATX Mid Tower,478.0,290.0,471.0,1,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B650 AORUS ELITE AX ICE ATX AM5,AMD B650,ATX,8000,Super Flower LEADEX VII XG 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Crucial P3 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
First desktop build for myself!,Intel Core i5-12400F 2.5 GHz 6-Core,6,2500,LGA1700,Unknown,Unknown,Unknown,Unknown,Cooler Master Q300L V2 MicroATX Mini Tower,MicroATX Mini Tower,387.0,230.0,383.0,0,1,G.Skill Ripjaws V 64 GB (4 x 16 GB) DDR4-3200 CL16,3200,DDR4,4 x 16GB,Gigabyte B760M GAMING PLUS WIFI DDR4 Micro ATX LGA1700,Intel B760,Micro ATX,5333,Thermaltake Toughpower GF A3 - TT Premium Edition 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,TEAMGROUP MP44L 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Zotac GAMING AMP GeForce RTX 2080 8 GB,GeForce RTX 2080,8,215
First ever build,AMD Ryzen 5 2600 3.4 GHz 6-Core,6,3400,AM4,Unknown,Unknown,Unknown,Unknown,Cooler Master Q300L V2 MicroATX Mini Tower,MicroATX Mini Tower,387.0,230.0,383.0,0,1,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Gigabyte B450M DS3H WIFI Micro ATX AM4,AMD B450,Micro ATX,2933,Unknown,Unknown,Unknown,Unknown,"Samsung 870 Evo 500 GB 2.5"" SSD",500,"2.5""",False,Unknown,GeForce GTX 1660 SUPER,6,125
First gaming build,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Phanteks Eclipse P400A Digital ATX Mid Tower,ATX Mid Tower,470.0,210.0,465.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus PRIME B650M-A WIFI II Micro ATX AM5,AMD B650,Micro ATX,6400,MSI MAG A750GL PCIE5 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Crucial P3 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 7800 XT,16,263
First itx build,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Noctua NH-L12S 55.44 CFM,False,0.0,20.35,Fractal Design Ridge PCIe 4.0 Mini ITX Tower,Mini ITX Tower,374.0,110.0,395.0,0,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI MPG B650I EDGE WIFI Mini ITX AM5,AMD B650,Mini ITX,6600,Unknown,Unknown,Unknown,Unknown,Western Digital Black SN770 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 2080 Ti,11,250
First mid range budget build,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Thermalright Frozen Prism ARGB 70.4 CFM Liquid,True,240.0,27.0,GAMDIAS TALOS E3 MESH ATX Mid Tower,ATX Mid Tower,363.0,210.0,447.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,MSI PRO B650-S WIFI ATX AM5,AMD B650,ATX,6000,MSI MAG A750GL PCIE5 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Patriot P400 Lite 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
First pc,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li A4-H20 X4 Mini ITX Desktop,Mini ITX Desktop,326.0,140.0,244.0,0,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,MSI MPG B650I EDGE WIFI Mini ITX AM5,AMD B650,Mini ITX,6600,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,500,M.2-2280,True,Unknown,Radeon RX 7800 XT,16,263
First pc (1440p),AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,HYTE Y40 ATX Mid Tower,ATX Mid Tower,472.0,240.0,439.0,1,1,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus TUF GAMING B650-PLUS WIFI ATX AM5,AMD B650,ATX,6400,SeaSonic FOCUS GX 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Kingston NV2 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 7800 XT,16,263
First pc (upgraded),AMD Ryzen 5 5500 3.6 GHz 6-Core,6,3600,AM4,Thermalright Assassin X Refined SE RGB 66.17 CFM,False,0.0,25.6,SAMA ARGB-Q5 MicroATX Mini Tower,MicroATX Mini Tower,391.16,208.28,386.08,0,1,Silicon Power GAMING 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,ASRock B450M/ac R2.0 Micro ATX AM4,AMD B450,Micro ATX,3200,MSI MAG A650BN 650 W 80+ Bronze Certified ATX,650,80+ Bronze,Non Modular,TEAMGROUP MP44L 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,500,M.2-2280,True,Unknown,Radeon RX 7600,8,165
First pc I built myself,AMD Ryzen 7 5700X3D 3 GHz 8-Core,8,3000,AM4,Unknown,Unknown,Unknown,Unknown,Cooler Master MasterBox MB511 ATX Mid Tower,ATX Mid Tower,0.0,0.0,0.0,1,1,Kingston FURY Renegade 32 GB (2 x 16 GB) DDR4-3600 CL16,3600,DDR4,2 x 16GB,Gigabyte B550 AORUS ELITE V2 ATX AM4,AMD B550,ATX,4733,Unknown,Unknown,Unknown,Unknown,Sabrent Rocket 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 6800 XT,16,300
First pc build,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li Lancool II Mesh C RGB ATX Mid Tower,ATX Mid Tower,478.0,229.0,494.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus PRIME B650M-A AX II Micro ATX AM5,AMD B650,Micro ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 3050 6GB,6,70
First pc build for someone else (2nd ever),Intel Core i5-12400F 2.5 GHz 6-Core,6,2500,LGA1700,Unknown,Unknown,Unknown,Unknown,Montech AIR 100 ARGB MicroATX Mid Tower,MicroATX Mid Tower,405.0,210.0,425.0,0,1,TEAMGROUP Elite 16 GB (2 x 8 GB) DDR4-3200 CL22,3200,DDR4,2 x 8GB,Gigabyte H610M S2H V2 DDR4 Micro ATX LGA1700,Intel H610,Micro ATX,3200,Unknown,Unknown,Unknown,Unknown,"Samsung 860 Evo 500 GB 2.5"" SSD",500,"2.5""",False,XFX RAW II Radeon RX 5600 XT 6 GB,Radeon RX 5600 XT,6,150
First pc build in 2024,Intel Core i5-12600KF 3.7 GHz 10-Core,10,3700,LGA1700,Deepcool AG400 75.89 CFM,False,0.0,31.6,SAMA ARGB-Q5 MicroATX Mini Tower,MicroATX Mini Tower,391.16,208.28,386.08,0,1,TEAMGROUP T-Force Vulcan 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock Z690M PG RIPTIDE/D5 Micro ATX LGA1700,Intel Z690,Micro ATX,6000,MSI MAG A550BN 550 W 80+ Bronze Certified ATX,550,80+ Bronze,Non Modular,Western Digital Blue SN580 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
First pc build 🤍,Intel Core i7-14700K 3.4 GHz 20-Core,20,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,Corsair 3500X ATX Mid Tower,ATX Mid Tower,460.0,240.0,506.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-5200 CL40,5200,DDR5,2 x 16GB,Asus TUF GAMING Z790-BTF WIFI ATX LGA1700,Intel Z790,ATX,7200,Unknown,Unknown,Unknown,Unknown,Lexar NM620 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Unknown,Unknown,Unknown
"First time building my own PC! Meet ""Snowstorm""",Intel Core i5-13400F 2.5 GHz 10-Core,10,2500,LGA1700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B760M PG Riptide Micro ATX LGA1700,Intel B760,Micro ATX,7200,MSI MAG A650GL 650 W 80+ Gold Certified Fully Modular ATX,650,80+ Gold,Fully Modular,Gigabyte AORUS Gen4 7300 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
First try SFF build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Thermaltake TR100 Mini ITX Desktop,Mini ITX Desktop,391.0,179.0,294.0,0,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B850I AORUS PRO Mini ITX AM5,AMD B850,Mini ITX,8400,Unknown,0,Unknown,Unknown,SK Hynix Platinum P41 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
