component_name,component_link,Boost_Clock,Case_Expansion_Slot_Width,Chipset,Color,Cooling,Core_Clock,DisplayPort_Outputs,Effective_Memory_Clock,External_Power,Frame_Sync,HDMI_Outputs,Inferred_,Interface,Length,Manufacturer,Memory,Memory_Type,Part_#_#,SLI_CrossFire,TDP,Total_Slot_Width,,,
,https://pcpartpicker.com/product/xppQzy/asus-rog-strix-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-rog-strix-rtx4070tis-o16g-gaming,2700 MHz,2,GeForce RTX 4070 Ti SUPER,Black,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,336 mm,Asus,16 GB,GDDR6X,rog-strix-rtx4070tis-o16g-gaming; 90YV0KG0-M0AA00; 90YV0KG0-M0NA00,,285 W,4,,,
,https://pcpartpicker.com/product/KZRnTW/zotac-gaming-amp-extreme-infinity-geforce-rtx-5090-32-gb-video-card-zt-b50900b-10p,2467 MHz,3,GeForce RTX 5090,Black,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,332 mm,Zotac,32 GB,GDDR7,ZT-B50900B-10P,,600 W,4,,,
,https://pcpartpicker.com/product/rB2WGX/asus-tuf-gaming-oc-geforce-rtx-4090-24-gb-video-card-tuf-rtx4090-o24g-gaming,2595 MHz,2,GeForce RTX 4090,Black,3 Fans,2235 MHz,,21000 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,24 GB,GDDR6X,TUF-RTX4090-O24G-GAMING; 90YV0IE0-M0NA00,,450 W,4,,,
,https://pcpartpicker.com/product/BQXJ7P/pny-xlr8-gaming-verto-epic-x-rgb-geforce-rtx-4090-24-gb-video-card-vcg409024tfxxpb1,2520 MHz,3,GeForce RTX 4090,Black,3 Fans,2230 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,332 mm,PNY,24 GB,GDDR6X,VCG409024TFXXPB1,,450 W,4,,,
,https://pcpartpicker.com/product/TmDnTW/sapphire-pure-radeon-rx-9070-xt-16-gb-video-card-11348-02-20g,3010 MHz,3,Radeon RX 9070 XT,White,3 Fans,2460 MHz,,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11348-02-20G,,317 W,3,,,
,https://pcpartpicker.com/product/xQQcCJ/msi-radeon-rx-6650-xt-8-gb-gaming-x-video-card-radeon-rx-6650-xt-gaming-x-8g,2694 MHz,2,Radeon RX 6650 XT,Silver / Black,2 Fans,2055 MHz,,,1 x PCIe 8-pin,FreeSync,,,PCIe x16,278 mm,MSI,8 GB,GDDR6,Radeon RX 6650 XT GAMING X 8G; V502-063R; RX 6650 XT GAMING X 8G,,175 W,3,,,
,https://pcpartpicker.com/product/q6XMnQ/asus-prime-geforce-rtx-5080-16-gb-video-card-prime-rtx5080-16g,,2,GeForce RTX 5080,Black / White,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,306 mm,Asus,16 GB,GDDR7,PRIME-RTX5080-16G; 90YV0LX1-M0NA00,,360 W,3,,,
,https://pcpartpicker.com/product/jdcgXL/asus-rog-strix-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-rog-strix-rtx4080s-o16g-gaming,2670 MHz,2,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,16 GB,GDDR6X,rog-strix-rtx4080s-o16g-gaming; 90YV0KB0-M0NA00; 90YV0KB0-M0AA00,,320 W,4,,,
,https://pcpartpicker.com/product/MQwmP6/xfx-speedster-merc-319-black-radeon-rx-7800-xt-16-gb-video-card-rx-78tmercb9,2565 MHz,2,Radeon RX 7800 XT,Black / Silver,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,326 mm,XFX,16 GB,GDDR6,RX-78TMERCB9,,263 W,3,,,
,https://pcpartpicker.com/product/Kh38TW/asus-geforce-gtx-1060-3gb-dual-video-card-dual-gtx1060-o3g,1809 MHz,2,GeForce GTX 1060 3GB,White,2 Fans,1594 MHz,2,8008 MHz,1 x PCIe 6-pin,G-Sync,2,,PCIe x16,242 mm,Asus,3 GB,GDDR5,DUAL-GTX1060-O3G; 90YV09X3-M0NA00,,120 W,2,,,
,https://pcpartpicker.com/product/QygZxr/xfx-rx-97tmaqkb9-radeon-rx-9070-xt-16-gb-video-card-rx-97tmaqkb9,3100 MHz,3,Radeon RX 9070 XT,Black,3 Fans,1870 MHz,,20000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,350 mm,XFX,16 GB,GDDR6,RX-97TMAQKB9,,304 W,4,,,
,https://pcpartpicker.com/product/y6dG3C/msi-ventus-2x-oc-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-ventus-2x-oc,2520 MHz,2,GeForce RTX 4070 SUPER,Black,2 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,242 mm,MSI,12 GB,GDDR6X,RTX 4070 SUPER 12G VENTUS 2X OC; GeForce RTX 4070 SUPER 12G VENTUS 2X OC; V513-641R; 912-V513-658,,220 W,2,,,
,https://pcpartpicker.com/product/tzRwrH/gigabyte-gaming-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407sgaming-oc-12gd,2565 MHz,2,GeForce RTX 4070 SUPER,Black,3 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,300 mm,Gigabyte,12 GB,GDDR6X,GV-N407SGAMING OC-12GD,,220 W,3,,,
,https://pcpartpicker.com/product/y6dG3C/msi-ventus-2x-oc-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-ventus-2x-oc,2520 MHz,2,GeForce RTX 4070 SUPER,Black,2 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,242 mm,MSI,12 GB,GDDR6X,RTX 4070 SUPER 12G VENTUS 2X OC; GeForce RTX 4070 SUPER 12G VENTUS 2X OC; V513-641R; 912-V513-658,,220 W,2,,,
,https://pcpartpicker.com/product/wGn9TW/msi-gaming-x-geforce-rtx-4060-ti-16-gb-video-card-rtx-4060-ti-gaming-x-16g,2655 MHz,2,GeForce RTX 4060 Ti,Black,2 Fans,2310 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,247 mm,MSI,16 GB,GDDR6,RTX 4060 Ti GAMING X 16G; GeForce RTX 4060 Ti GAMING X 16G; V517-003R; 912-V517-010,,165 W,2,,,
,https://pcpartpicker.com/product/DpmNnQ/msi-gaming-x-slim-geforce-rtx-4060-ti-16-gb-video-card-rtx-4060-ti-gaming-x-slim-16g,2685 MHz,2,GeForce RTX 4060 Ti,Black,3 Fans,2310 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,307 mm,MSI,16 GB,GDDR6,RTX 4060 Ti GAMING X SLIM 16G; GeForce RTX 4060 Ti GAMING X SLIM 16G; 912-V517-011; V517-002R,,165 W,3,,,
,https://pcpartpicker.com/product/82bRsY/pny-vcnrtx6000ada-pb-rtx-6000-ada-generation-48-gb-video-card-vcnrtx6000ada-pb,2505 MHz,2,RTX 6000 Ada Generation,Black / Gold,1 Fan,915 MHz,,20000 MHz,1 x PCIe 16-pin 12VHPWR,None,,,PCIe x16,267 mm,PNY,48 GB,GDDR6,VCNRTX6000ADA-PB,,300 W,2,,,
,https://pcpartpicker.com/product/zcqNnQ/msi-ventus-3x-oc-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-ventus-3x-oc,2497 MHz,2,GeForce RTX 5070 Ti,Silver / Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,303 mm,MSI,16 GB,GDDR7,GeForce RTX 5070 Ti 16G VENTUS 3X OC; G507T-16V3C; RTX 5070 Ti 16G VENTUS 3X OC; V531-092R; 912-V531-083,,300 W,3,,,
,https://pcpartpicker.com/product/QD2j4D/nvidia-founders-edition-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-founders-edition,2407 MHz,2,GeForce RTX 5090,Black / Silver,2 Fans,2017 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,NVIDIA,32 GB,GDDR7,GeForce RTX 5090 Founders Edition; 900-1G144-2530-000; 9001G14425300CA; 9001G1442530SCS,,575 W,3,,,
,https://pcpartpicker.com/product/qCkH99/msi-gaming-x-slim-geforce-rtx-4080-super-16-gb-video-card-rtx-4080-super-16g-gaming-x-slim,2625 MHz,3,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,322 mm,MSI,16 GB,GDDR6X,RTX 4080 SUPER 16G GAMING X SLIM; GeForce RTX 4080 SUPER 16G GAMING X SLIM; V511-228R; 912-V511-228,,320 W,3,,,
,https://pcpartpicker.com/product/XHh2FT/zotac-gaming-solid-oc-geforce-rtx-5080-16-gb-video-card-zt-b50800j-10p,2625 MHz,3,GeForce RTX 5080,Black / Copper,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,330 mm,Zotac,16 GB,GDDR7,ZT-B50800J-10P,,360 W,4,,,
,https://pcpartpicker.com/product/TmDnTW/sapphire-pure-radeon-rx-9070-xt-16-gb-video-card-11348-02-20g,3010 MHz,3,Radeon RX 9070 XT,White,3 Fans,2460 MHz,,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11348-02-20G,,317 W,3,,,
,https://pcpartpicker.com/product/KvcgXL/gigabyte-windforce-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tswf3oc-16gd,2625 MHz,2,GeForce RTX 4070 Ti SUPER,Black,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,261 mm,Gigabyte,16 GB,GDDR6X,GV-N407TSWF3OC-16GD,,285 W,3,,,
,https://pcpartpicker.com/product/yyhv6h/gigabyte-eagle-oc-ice-geforce-rtx-4070-super-12-gb-video-card-gv-n407seagleoc-ice-12gd,2535 MHz,2,GeForce RTX 4070 SUPER,White,3 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,261 mm,Gigabyte,12 GB,GDDR6X,GV-N407SEAGLEOC ICE-12GD,,220 W,3,,,
,https://pcpartpicker.com/product/xh3NnQ/gigabyte-aero-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060aero-oc-8gd,,2,GeForce RTX 4060,White,3 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,281 mm,Gigabyte,8 GB,GDDR6,GV-N4060AERO OC-8GD,,115 W,2,,,
,https://pcpartpicker.com/product/K688TW/nvidia-founders-edition-geforce-rtx-4070-12-gb-video-card-900-1g141-2544-000,2480 MHz,2,GeForce RTX 4070,Black / Silver,2 Fans,1920 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,244 mm,NVIDIA,12 GB,GDDR6X,900-1G141-2544-000,,200 W,2,,,
,https://pcpartpicker.com/product/gTHp99/asus-tuf-gaming-oc-geforce-rtx-5080-16-gb-video-card-tuf-rtx5080-o16g-gaming,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,16 GB,GDDR7,TUF-RTX5080-O16G-GAMING; 90YV0M30-M0NA00,,360 W,4,,,
,https://pcpartpicker.com/product/KBqNnQ/powercolor-rx7800xt-16g-p-radeon-rx-7800-xt-16-gb-video-card-rx7800xt-16g-p,2430 MHz,2,Radeon RX 7800 XT,Black,2 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,260 mm,PowerColor,16 GB,GDDR6,RX7800XT 16G-P,,263 W,3,,,
,https://pcpartpicker.com/product/QvGj4D/gigabyte-radeon-rx-580-8gb-aorus-8g-video-card-gv-rx580aorus-8gd,1380 MHz,2,Radeon RX 580,Black / Orange,2 Fans,1257 MHz,3,8000 MHz,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,232 mm,Gigabyte,8 GB,GDDR5,GV-RX580AORUS-8GD,4-way CrossFire Capable; 3-way CrossFire Capable; 2-way CrossFire Capable,185 W,2,,,
,https://pcpartpicker.com/product/ZKWzK8/asus-rog-strix-gaming-oc-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-o24g-gaming,2640 MHz,2,GeForce RTX 4090,Black,3 Fans,2235 MHz,,21000 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,24 GB,GDDR6X,ROG-STRIX-RTX4090-O24G-GAMING; 90YV0ID0-M0NA00; 90YV0ID0-M0AA00,,450 W,4,,,
,https://pcpartpicker.com/product/pD8bt6/msi-geforce-rtx-3060-ventus-2x-12g-geforce-rtx-3060-12gb-12-gb-video-card-rtx3060ventus2x12goc,1777 MHz,2,GeForce RTX 3060 12GB,Black,2 Fans,1320 MHz,3,15000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,235 mm,MSI,12 GB,GDDR6,RTX3060Ventus2X12GOC; GeForce RTX 3060 VENTUS 2X 12G OC; V397-022R; 912-V397-039,,170 W,2,,,
,https://pcpartpicker.com/product/Tb88TW/asrock-taichi-oc-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-tcw-24go,2680 MHz,3,Radeon RX 7900 XTX,White,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,345 mm,ASRock,24 GB,GDDR6,RX7900XTX TCW 24GO; 90-GA4AZZ-00UANF,,355 W,3,,,
,https://pcpartpicker.com/product/8h3NnQ/gigabyte-gaming-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060gaming-oc-8gd,,2,GeForce RTX 4060,Black,3 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,281 mm,Gigabyte,8 GB,GDDR6,GV-N4060GAMING OC-8GD,,115 W,2,,,
,https://pcpartpicker.com/product/nkJp99/inno3d-twin-x2-oc-geforce-rtx-4060-8-gb-video-card-n40602-08d6x-173051w,2490 MHz,2,GeForce RTX 4060,White / Silver,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,250 mm,Inno3D,8 GB,GDDR6,N40602-08D6X-173051W,,115 W,2,,,
,https://pcpartpicker.com/product/GvpzK8/palit-gamerock-geforce-rtx-4090-24-gb-video-card-ned4090019sb-1020g,2520 MHz,3,GeForce RTX 4090,Silver / Black,3 Fans,2235 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,329 mm,Palit,24 GB,GDDR6X,NED4090019SB-1020G,,450 W,4,,,
,https://pcpartpicker.com/product/Bvjv6h/sapphire-pulse-radeon-rx-9070-xt-16-gb-video-card-11348-03-20g,2970 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2400 MHz,,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11348-03-20G,,304 W,3,,,
,https://pcpartpicker.com/product/2cDkcf/msi-geforce-rtx-3070-8-gb-ventus-3x-oc-video-card-rtx-3070-ventus-3x-oc,1755 MHz,2,GeForce RTX 3070,Black / Silver,3 Fans,1500 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,305 mm,MSI,8 GB,GDDR6,RTX 3070 VENTUS 3X OC; GeForce RTX 3070 VENTUS 3X OC,,220 W,3,,,
,https://pcpartpicker.com/product/GtXJ7P/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xtx-24-gb-video-card-rx-79xmercb9,2615 MHz,2,Radeon RX 7900 XTX,Black / Silver,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,344 mm,XFX,24 GB,GDDR6,RX-79XMERCB9,,355 W,3,,,
,https://pcpartpicker.com/product/7z7MnQ/pny-oc-geforce-rtx-5080-16-gb-video-card-vcg508016tfxpb1-o,2730 MHz,3,GeForce RTX 5080,Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,329 mm,PNY,16 GB,GDDR7,VCG508016TFXPB1-O,,360 W,3,,,
,https://pcpartpicker.com/product/6FCZxr/asus-tuf-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-tuf-rx7800xt-o16g-gaming,2565 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Asus,16 GB,GDDR6,TUF-RX7800XT-O16G-GAMING; 90YV0JJ0-M0NA00,,263 W,3,,,
,https://pcpartpicker.com/product/nxwmP6/xfx-quicksilver-magnetic-air-radeon-rx-7800-xt-16-gb-video-card-rx-78tmairw9,2430 MHz,2,Radeon RX 7800 XT,White,3 Fans,1295 MHz,,19500 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,337 mm,XFX,16 GB,GDDR6,RX-78TMAIRW9,,263 W,3,,,
,https://pcpartpicker.com/product/bbDQzy/asus-proart-oc-geforce-rtx-4080-super-16-gb-video-card-proart-rtx4080s-o16g,2640 MHz,2,GeForce RTX 4080 SUPER,Black / Gold,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,300 mm,Asus,16 GB,GDDR6X,proart-rtx4080s-o16g; 90YV0K90-M0NA00; 90YV0K90-M0AA00,,320 W,3,,,
,https://pcpartpicker.com/product/94hv6h/gigabyte-aero-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408saero-oc-16gd,2595 MHz,2,GeForce RTX 4080 SUPER,White / Silver,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,342 mm,Gigabyte,16 GB,GDDR6X,GV-N408SAERO OC-16GD,,320 W,4,,,
,https://pcpartpicker.com/product/ZQPv6h/sapphire-nitro-radeon-rx-9070-xt-16-gb-video-card-11348-01-20g,3060 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,1 x PCIe 16-pin 12VHPWR,FreeSync,2,,PCIe x16,331 mm,Sapphire,16 GB,GDDR6,11348-01-20G,,330 W,4,,,
,https://pcpartpicker.com/product/WMgrxr/xfx-speedster-swft-319-core-radeon-rx-6800-16-gb-video-card-rx-68xlaqfde,2105 MHz,2,Radeon RX 6800,Black,3 Fans,1700 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,340 mm,XFX,16 GB,GDDR6,RX-68XLAQFDE,,250 W,3,,,
,https://pcpartpicker.com/product/MQwmP6/xfx-speedster-merc-319-black-radeon-rx-7800-xt-16-gb-video-card-rx-78tmercb9,2565 MHz,2,Radeon RX 7800 XT,Black / Silver,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,326 mm,XFX,16 GB,GDDR6,RX-78TMERCB9,,263 W,3,,,
,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming,2670 MHz,2,GeForce RTX 4070 Ti SUPER,Black,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,305 mm,Asus,16 GB,GDDR6X,tuf-rtx4070tis-o16g-gaming; 90YV0KF0-M0AA00; 90YV0KF0-M0NA00,,285 W,4,,,
,https://pcpartpicker.com/product/mYYLrH/evga-geforce-rtx-2070-8gb-black-video-card-08g-p4-1071-kr,1620 MHz,2,GeForce RTX 2070,Clear / Black,2 Fans,1410 MHz,2,14000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,269 mm,EVGA,8 GB,GDDR6,08G-P4-1071-KR,,185 W,2,,,
,https://pcpartpicker.com/product/3Ftkcf/msi-gaming-trio-oc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-gaming-trio-oc,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,338 mm,MSI,16 GB,GDDR7,GeForce RTX 5080 16G GAMING TRIO OC; RTX 5080 16G GAMING TRIO OC; G5080-16GTC; V531-005R; 912-V531-005,,360 W,3,,,
,https://pcpartpicker.com/product/WGG2FT/asus-rog-astral-oc-geforce-rtx-5090-32-gb-video-card-rog-astral-rtx5090-o32g-gaming,2610 MHz,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,32 GB,GDDR7,rog-astral-rtx5090-o32g-gaming; 90YV0LW0-M0NA00,,575 W,4,,,
,https://pcpartpicker.com/product/Yybkcf/xfx-radeon-rx-580-4gb-gts-xxx-edition-video-card-rx-580p4dfd6,1386 MHz,2,Radeon RX 580,,2 Fans,1257 MHz,3,7100 MHz,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,270 mm,XFX,4 GB,GDDR5,RX-580P4DFD6,4-way CrossFire Capable; 3-way CrossFire Capable; 2-way CrossFire Capable,185 W,2,,,
,https://pcpartpicker.com/product/6BLp99/sapphire-pulse-radeon-rx-9070-16-gb-video-card-11349-03-20g,2520 MHz,2,Radeon RX 9070,Black,2 Fans,2070 MHz,,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,280 mm,Sapphire,16 GB,GDDR6,11349-03-20G,,220 W,3,,,
,https://pcpartpicker.com/product/8ZJBD3/powercolor-reaper-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-a,2970 MHz,2,Radeon RX 9070 XT,Black / Red,3 Fans,2400 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,289 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-A; RX9070XT 16GB-A,,304 W,2,,,
,https://pcpartpicker.com/product/tkTp99/msi-geforce-rtx-3060-12-gb-ventus-3x-oc-video-card-rtx3060ventus3x12goc,1807 MHz,2,GeForce RTX 3060 12GB,Black,3 Fans,1320 MHz,3,15000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,316 mm,MSI,12 GB,GDDR6,RTX3060Ventus3X12GOC; GeForce RTX 3060 VENTUS 3X 12G OC; V397-031R; G3060V3X12C; 912-V397-038,,170 W,2,,,
,https://pcpartpicker.com/product/4fyxFT/zotac-geforce-gtx-1070-8gb-mini-video-card-zt-p10700g-10m,1708 MHz,2,GeForce GTX 1070,Black / Silver,2 Fans,1518 MHz,3,8000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,210 mm,Zotac,8 GB,GDDR5,ZT-P10700G-10M,2-way SLI Capable,150 W,2,,,
,https://pcpartpicker.com/product/GtXJ7P/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xtx-24-gb-video-card-rx-79xmercb9,2615 MHz,2,Radeon RX 7900 XTX,Black / Silver,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,344 mm,XFX,24 GB,GDDR6,RX-79XMERCB9,,355 W,3,,,
,https://pcpartpicker.com/product/B9xRsY/powercolor-red-devil-radeon-rx-7900-xtx-24-gb-video-card-rx-7900-xtx-24g-eoc,2565 MHz,3,Radeon RX 7900 XTX,Black,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,338 mm,PowerColor,24 GB,GDDR6,RX 7900 XTX 24G-E/OC,,355 W,4,,,
,https://pcpartpicker.com/product/6Y3RsY/msi-video-card-n760tf2gd5oc,,2,GeForce GTX 760,Black / Red,2 Fans,1085 MHz,1,6008 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,260 mm,MSI,2 GB,GDDR5,N760 TF 2GD5/OC,3-way SLI Capable; 2-way SLI Capable,170 W,2,,,
,https://pcpartpicker.com/product/RKX2FT/sapphire-radeon-rx-480-8gb-nitro-oc-video-card-11260-01-20g,1342 MHz,2,Radeon RX 480,Black,2 Fans,1208 MHz,2,8000 MHz,1 x PCIe 8-pin,FreeSync,2,,PCIe x16,240 mm,Sapphire,8 GB,GDDR5,11260-01-20G; 11260-01; 100406NT+8GOCL,4-way CrossFire Capable; 3-way CrossFire Capable; 2-way CrossFire Capable,225 W,2,,,
,https://pcpartpicker.com/product/ycYfrH/msi-gaming-trio-oc-plus-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-gaming-trio-oc-plus,2580 MHz,2,GeForce RTX 5070 Ti,Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,338 mm,MSI,16 GB,GDDR7,GeForce RTX 5070 Ti 16G GAMING TRIO OC PLUS; RTX 5070 Ti 16G GAMING TRIO OC PLUS; G507T-16GTCP; 912-V531-056; V531-058R,,300 W,3,,,
,https://pcpartpicker.com/product/mHpQzy/gigabyte-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-gv-r78xtgaming-oc-16gd,2565 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,302 mm,Gigabyte,16 GB,GDDR6,GV-R78XTGAMING OC-16GD,,263 W,3,,,
,https://pcpartpicker.com/product/4rstt6/asus-geforce-rtx-3090-ti-24-gb-tuf-gaming-oc-video-card-tuf-rtx3090ti-o24g-gaming,1950 MHz,2,GeForce RTX 3090 Ti,Black,3 Fans,1560 MHz,,21000 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,326 mm,Asus,24 GB,GDDR6X,TUF-RTX3090TI-O24G-GAMING; 90YV0HC1-M0NA00,2-way SLI Capable,450 W,4,,,
,https://pcpartpicker.com/product/MZvD4D/pny-verto-geforce-rtx-4060-ti-16-gb-video-card-vcg4060t16dfxpb1,2535 MHz,2,GeForce RTX 4060 Ti,Black,2 Fans,2310 MHz,,18000 MHz,1 x PCIe 8-pin,G-Sync,,,PCIe x16,245 mm,PNY,16 GB,GDDR6,VCG4060T16DFXPB1,,165 W,2,,,
,https://pcpartpicker.com/product/gTHp99/asus-tuf-gaming-oc-geforce-rtx-5080-16-gb-video-card-tuf-rtx5080-o16g-gaming,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,16 GB,GDDR7,TUF-RTX5080-O16G-GAMING; 90YV0M30-M0NA00,,360 W,4,,,
,https://pcpartpicker.com/product/3sJmP6/nvidia-geforce-rtx-2070-super-8-gb-founders-edition-video-card-900-1g180-2515-000,1770 MHz,2,GeForce RTX 2070 SUPER,Silver,2 Fans,1605 MHz,3,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,267 mm,NVIDIA,8 GB,GDDR6,900-1G180-2515-000,2-way SLI Capable,215 W,2,,,
,https://pcpartpicker.com/product/kkJp99/gigabyte-eagle-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060eagle-oc-8gd,,2,GeForce RTX 4060,Black,3 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,272 mm,Gigabyte,8 GB,GDDR6,GV-N4060EAGLE OC-8GD,,115 W,2,,,
