component_type,component_name,component_link,CAS_Latency,Color,ECC_Registered,First_Word_Latency,Form_Factor,Heat_Spreader,Inferred_,Manufacturer,Modules,Part_#_#,Price_GB,Speed,Timing,Voltage
,Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/8ZQKHx/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000c30,30,Black / Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMK64GX5M2B6000C30,$3.52 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/qXkH99/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5rk,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J3636F32GX2-TZ5RK,$2.47 ,DDR5-6000,36-36-36-96,1.35 V
,Corsair Dominator Platinum RGB 64 GB (2 x 32 GB) DDR5-5200 CL40,https://pcpartpicker.com/product/ZZD7YJ/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmt64gx5m2b5200c40,40,Black,Non-ECC / Unbuffered,15.385 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMT64GX5M2B5200C40,$3.13 ,DDR5-5200,40-40-40-77,1.25 V
,Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6000 CL38,https://pcpartpicker.com/product/QhbRsY/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-cmk64gx5m2b6000c38,38,Black,Non-ECC / Unbuffered,12.667 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMK64GX5M2B6000C38,$2.98 ,DDR5-6000,38-44-44-96,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6400 CL36,https://pcpartpicker.com/product/j6sV3C/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmh32gx5m2b6400c36,36,Black,Non-ECC / Unbuffered,11.25 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6400C36,$2.90 ,DDR5-6400,36-48-48-104,1.4 V
,G.Skill Ripjaws M5 Neo RGB 96 GB (2 x 48 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/LTHp99/gskill-ripjaws-m5-neo-rgb-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-f5-6000j3036f48gx2-rm5nrk,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 48GB,F5-6000J3036F48GX2-RM5NRK,$3.13 ,DDR5-6000,30-36-36-96,1.35 V
,Patriot Signature Premium 16 GB (1 x 16 GB) DDR4-2666 CL19,https://pcpartpicker.com/product/nHvbt6/patriot-signature-premium-16-gb-1-x-16-gb-ddr4-2666-memory-psp416g26662h1,19,Black,Non-ECC / Unbuffered,14.254 ns,288-pin DIMM (DDR4),Yes,,Patriot,1 x 16GB,PSP416G26662H1,$1.50 ,DDR4-2666,19-19-19-43,1.2 V
,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL32,https://pcpartpicker.com/product/cnbTwP/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-fx5,32,Black,Non-ECC / Unbuffered,10.667 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-6000J3238F16GX2-FX5,$2.97 ,DDR5-6000,32-38-38-96,1.35 V
,G.Skill Ripjaws S5 48 GB (2 x 24 GB) DDR5-6400 CL36,https://pcpartpicker.com/product/zPfxFT/gskill-ripjaws-s5-48-gb-2-x-24-gb-ddr5-6400-cl36-memory-f5-6400j3648g24gx2-rs5k,36,Black,Non-ECC / Unbuffered,11.25 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 24GB,F5-6400J3648G24GX2-RS5K,$2.71 ,DDR5-6400,36-48-48-102,1.4 V
,G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/DtFbt6/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-tz5rk,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J3040G32GX2-TZ5RK,$3.28 ,DDR5-6000,30-40-40-96,1.4 V
,Corsair Vengeance RGB 64 GB (4 x 16 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/mMqPxr/corsair-vengeance-rgb-64-gb-4-x-16-gb-ddr5-5600-cl36-memory-cmh64gx5m4b5600c36,36,Black,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),Yes,,Corsair,4 x 16GB,CMH64GX5M4B5600C36,,DDR5-5600,36-36-36-76,1.25 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6400 CL36,https://pcpartpicker.com/product/j6sV3C/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmh32gx5m2b6400c36,36,Black,Non-ECC / Unbuffered,11.25 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6400C36,$2.90 ,DDR5-6400,36-48-48-104,1.4 V
,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/zcH8TW/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gvkc,16,Black,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3600C16D-32GVKC,$2.12 ,DDR4-3600,16-19-19-39,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000Z30K,$3.75 ,DDR5-6000,30-36-36-76,1.4 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000Z30K,$3.75 ,DDR5-6000,30-36-36-76,1.4 V
,Patriot Viper Venom 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/4cCCmG/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pvv532g600c30k,30,Black / White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Patriot,2 x 16GB,PVV532G600C30K,$2.59 ,DDR5-6000,30-40-40-76,1.35 V
,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/WTMMnQ/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMH64GX5M2B6000C30,$3.28 ,DDR5-6000,30-36-36-76,1.4 V
,Corsair Vengeance RGB 96 GB (2 x 48 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/9QcgXL/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmh96gx5m2b6400c32,32,Black / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 48GB,CMH96GX5M2B6400C32,$3.65 ,DDR5-6400,32-40-40-84,1.4 V
,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/W6ndnQ/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3200-memory-cmk32gx4m2e3200c16,16,Black / Yellow,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 16GB,CMK32GX4M2E3200C16,$1.63 ,DDR4-3200,16-20-20-38,1.35 V
,Corsair Vengeance RGB Pro SL 32 GB (4 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/FhmmP6/corsair-vengeance-rgb-pro-sl-32-gb-4-x-8-gb-ddr4-3600-cl18-memory-cmh32gx4m4d3600c18w,18,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,4 x 8GB,CMH32GX4M4D3600C18W,$3.53 ,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/pwxRsY/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-fx5,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-6000J3636F16GX2-FX5,$2.56 ,DDR5-6000,36-36-36-96,1.35 V
,Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/DMkH99/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bweak2-64,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 32GB,KF560C30BWEAK2-64,$3.28 ,DDR5-6000,,1.4 V
,Crucial Pro 32 GB (2 x 16 GB) DDR5-6400 CL38,https://pcpartpicker.com/product/ZNJp99/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5w,38,White,Non-ECC / Unbuffered,11.875 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G64C38U5W,$3.44 ,DDR5-6400,38-40-40-84,1.35 V
,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/wNt9TW/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ttced432g3200hc16fdc01,16,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TTCED432G3200HC16FDC01,$1.59 ,DDR4-3200,16-20-20-40,1.35 V
,Patriot Viper Venom 64 GB (2 x 32 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/fB7scf/patriot-viper-venom-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-pvv564g640c32k,32,Black / White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Patriot,2 x 32GB,PVV564G640C32K,$2.42 ,DDR5-6400,32-40-40-84,1.4 V
,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16,16,Black / Yellow,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMK16GX4M2B3200C16,$2.37 ,DDR4-3200,16-18-18-36,1.35 V
,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/Cf98TW/gskill-ripjaws-v-series-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gvkb,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 8GB,F4-3200C16D-16GVKB,$2.06 ,DDR4-3200,,1.35 V
,Lexar THOR OC 32 GB (2 x 16 GB) DDR5-6000 CL32,https://pcpartpicker.com/product/xtqrxr/lexar-thor-oc-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-ld5u16g60c32lg-rud,32,Black / Gold,Non-ECC / Unbuffered,10.667 ns,288-pin DIMM (DDR5),Yes,,Lexar,2 x 16GB,LD5U16G60C32LG-RUD,$3.38 ,DDR5-6000,32-38-38-76,1.35 V
,Lexar THOR OC 32 GB (2 x 16 GB) DDR5-6000 CL32,https://pcpartpicker.com/product/xtqrxr/lexar-thor-oc-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-ld5u16g60c32lg-rud,32,Black / Gold,Non-ECC / Unbuffered,10.667 ns,288-pin DIMM (DDR5),Yes,,Lexar,2 x 16GB,LD5U16G60C32LG-RUD,$3.38 ,DDR5-6000,32-38-38-76,1.35 V
,Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/8ZQKHx/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000c30,30,Black / Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMK64GX5M2B6000C30,$3.52 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/Cf98TW/gskill-ripjaws-v-series-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gvkb,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 8GB,F4-3200C16D-16GVKB,$2.06 ,DDR4-3200,,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/pwxRsY/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-fx5,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-6000J3636F16GX2-FX5,$2.56 ,DDR5-6000,36-36-36-96,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000Z30K,$3.75 ,DDR5-6000,30-36-36-76,1.4 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000Z30K,$3.75 ,DDR5-6000,30-36-36-76,1.4 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,G.Skill Trident Z RGB 96 GB (2 x 48 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/xDcgXL/gskill-trident-z-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-tz5rk,32,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 48GB,F5-6400J3239F48GX2-TZ5RK,$3.13 ,DDR5-6400,32-39-39-102,1.35 V
,G.Skill NT 8 GB (1 x 8 GB) DDR4-2400 CL15,https://pcpartpicker.com/product/mykwrH/gskill-memory-f42400c15s8gnt,15,Black,Non-ECC / Unbuffered,12.5 ns,288-pin DIMM (DDR4),No,,G.Skill,1 x 8GB,F4-2400C15S-8GNT,$4.54 ,DDR4-2400,,1.2 V
,Lexar THOR 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/ZpmNnQ/lexar-thor-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ld4bu016g-r3200gdxg,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Lexar,2 x 16GB,LD4BU016G-R3200GDXG,,DDR4-3200,16-18-18-38,1.35 V
,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16,16,Black / Yellow,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMK16GX4M2B3200C16,$2.37 ,DDR4-3200,16-18-18-36,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/BxTzK8/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3200-memory-bl2k8g32c16u4b,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Crucial,2 x 8GB,BL2K8G32C16U4B,,DDR4-3200,,1.35 V
,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/XsqPxr/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rs5k,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6000J3636F16GX2-RS5K,$2.81 ,DDR5-6000,36-36-36-96,1.35 V
,Silicon Power XPOWER Zenith RGB Gaming 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/J7dG3C/silicon-power-xpower-zenith-rgb-gaming-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-sp064gxlwu60afdh,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Silicon Power,2 x 32GB,SP064GXLWU60AFDH; SU064GXLWU60AFDHSW; SU064GXLWU60AFDHBH,$2.58 ,DDR5-6000,30-38-38-96,1.35 V
,Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G60C36U5B,$2.81 ,DDR5-6000,36-38-38-80,1.35 V
,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/tbYmP6/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3040f16gx2-rs5w,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6000J3040F16GX2-RS5W,$3.28 ,DDR5-6000,30-40-40-96,1.35 V
,Kingston FURY Renegade 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/Y9QcCJ/kingston-fury-renegade-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-kf436c16rb1k232,16,Black,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,Kingston,2 x 16GB,KF436C16RB1K2/32,,DDR4-3600,,1.35 V
,TEAMGROUP Elite 16 GB (2 x 8 GB) DDR4-3200 CL22,https://pcpartpicker.com/product/Mx7p99/team-elite-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ted416g3200c22dc01,22,Black,Non-ECC / Unbuffered,13.75 ns,288-pin DIMM (DDR4),No,,TEAMGROUP,2 x 8GB,TED416G3200C22DC01,$1.81 ,DDR4-3200,22-22-22-52,1.2 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-5200 CL40,https://pcpartpicker.com/product/Nmt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40w,40,White,Non-ECC / Unbuffered,15.385 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B5200C40W,$3.22 ,DDR5-5200,40-40-40-77,1.25 V
,Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G60C36U5B,$2.81 ,DDR5-6000,36-38-38-80,1.35 V
,TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,16,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TLZGD432G3200HC16FDC01,$1.59 ,DDR4-3200,16-20-20-40,1.35 V
,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/mfhv6h/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5rw,32,White / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5RW,$3.59 ,DDR5-6400,32-39-39-102,1.4 V
,Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/8LbRsY/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2b6000c30w,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMP64GX5M2B6000C30W,$4.38 ,DDR5-6000,30-36-36-76,1.4 V
,Patriot Viper 3 16 GB (2 x 8 GB) DDR3-1866 CL10,https://pcpartpicker.com/product/zsTmP6/patriot-memory-pv316g186c0k,10,Black / Silver,Non-ECC / Unbuffered,10.718 ns,240-pin DIMM (DDR3),Yes,,Patriot,2 x 8GB,PV316G186C0K,$1.50 ,DDR3-1866,,1.5 V
,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/MRn9TW/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5nrw,32,,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5NRW,$3.91 ,DDR5-6400,32-39-39-102,1.4 V
,Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/gQH7YJ/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmt32gx5m2b5600c36w,36,White,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMT32GX5M2B5600C36W,$5.77 ,DDR5-5600,36-36-36-76,1.3 V
,Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/nycgXL/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-16,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 8GB,KF560C36BBEAK2-16,$4.56 ,DDR5-6000,,1.35 V
,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/ZRpmP6/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf4d432g3600hc18jdc01,18,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TF4D432G3600HC18JDC01,$2.11 ,DDR4-3600,18-22-22-42,1.35 V
,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL28,https://pcpartpicker.com/product/6BsV3C/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-cmk32gx5m2b6000z28,28,Black,Non-ECC / Unbuffered,9.333 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMK32GX5M2B6000Z28,$3.75 ,DDR5-6000,28-36-36-96,1.4 V
,TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,16,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TLZGD432G3200HC16FDC01,$1.59 ,DDR4-3200,16-20-20-40,1.35 V
,Corsair Dominator Titanium First Edition 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/7sCZxr/corsair-dominator-titanium-first-edition-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2x6000z30fe,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMP64GX5M2X6000Z30FE,,DDR5-6000,30-36-36-76,1.4 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/RbvD4D/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmh32gx5m2b6400c32,32,Black / Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6400C32,$3.91 ,DDR5-6400,32-40-40-84,1.4 V
,ADATA XPG SPECTRIX D50 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/XsD7YJ/adata-xpg-spectrix-d50-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-ax4u360016g18i-dt50,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,ADATA,2 x 16GB,AX4U360016G18I-DT50,,DDR4-3600,,1.35 V
