component_name,component_link,CAS_Latency,Color,First_Word_Latency,Form_Factor,Heat_Spreader,Manufacturer,Modules,Part__,Price_GB,Speed,Voltage,Speed_MHz,CL,tRCD,tRP,tRAS,ECC_Support,DDR_Type
Adata Xpg Lancer 32 Gb (2 X 16 Gb) Ddr5-5200 Cl38,https://pcpartpicker.com/product/68ytt6/adata-xpg-lancer-32-gb-2-x-16-gb-ddr5-5200-cl38-memory-ax5u5200c3816g-dclabk,38,Black,14.615,288-pin DIMM (DDR5),TRUE,Adata,2 x 16GB,AX5U5200C3816G-DCLABK,3,DDR5-5200,1.25,5,,,,,TRUE,DDR5
Corsair Vengeance Rgb 192 Gb (4 X 48 Gb) Ddr5-5200 Cl38,https://pcpartpicker.com/product/xrV2FT/corsair-vengeance-rgb-192-gb-4-x-48-gb-ddr5-5200-cl38-memory-cmh192gx5m4b5200c38,38,Black,14.615,288-pin DIMM (DDR5),TRUE,Corsair,4 x 48GB,CMH192GX5M4B5200C38,3,DDR5-5200,1.25,5,38,38,38,84,TRUE,DDR5
Corsair Vengeance Rgb Pro 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/HycG3C/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmw32gx4m2e3200c16w,16,White,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 16GB,CMW32GX4M2E3200C16W,3,DDR4-3200,1.35,4,16,20,20,38,TRUE,DDR4
G.Skill Ripjaws S5 32 Gb (2 X 16 Gb) Ddr5-6000 Cl32,https://pcpartpicker.com/product/36bTwP/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-rs5k,32,Black,10.667,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6000J3238F16GX2-RS5K,3,DDR5-6000,1.35,5,32,38,38,96,TRUE,DDR5
Patriot Extreme Performance 8 Gb (2 X 4 Gb) Ddr4-2400 Cl15,https://pcpartpicker.com/product/CH98TW/patriot-memory-px48g240c5k,15,Black / Gold,12.5,288-pin DIMM (DDR4),TRUE,Patriot,2 x 4GB,PX48G240C5K,3,DDR4-2400,1.2,4,,,,,TRUE,DDR4
Teamgroup T-Create Expert 64 Gb (2 X 32 Gb) Ddr5-6400 Cl34,https://pcpartpicker.com/product/dXyH99/teamgroup-t-create-expert-64-gb-2-x-32-gb-ddr5-6400-cl34-memory-ctced564g6400hc34bdc01,34,Black,10.625,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 32GB,CTCED564G6400HC34BDC01,3,DDR5-6400,1.35,5,34,44,44,84,TRUE,DDR5
Lexar Ares Rgb 32 Gb (2 X 16 Gb) Ddr5-7200 Cl34,https://pcpartpicker.com/product/bdwmP6/lexar-ares-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-ld5u16g72c34la-rgd,34,Black / Silver,9.444,288-pin DIMM (DDR5),TRUE,Lexar,2 x 16GB,LD5U16G72C34LA-RGD,3,DDR5-7200,1.4,5,34,42,42,84,TRUE,DDR5
Teamgroup T-Force Vulcan Z 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/PJ6qqs/teamgroup-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tlzgd432g3600hc18jdc01,18,Black,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 16GB,TLZGD432G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
G.Skill Trident Z5 Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/wLbRsY/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3036f16gx2-tz5nrw,30,Silver / Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6000J3036F16GX2-TZ5NRW,3,DDR5-6000,1.35,5,30,36,36,96,TRUE,DDR5
Teamgroup Elite 32 Gb (2 X 16 Gb) Ddr5-5600 Cl46,https://pcpartpicker.com/product/6mDQzy/teamgroup-elite-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-ted532g5600c46dc01,46,Black,16.429,288-pin DIMM (DDR5),FALSE,Teamgroup,2 x 16GB,TED532G5600C46DC01,3,DDR5-5600,1.1,5,46,46,46,90,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 48 Gb (2 X 24 Gb) Ddr5-8000 Cl40,https://pcpartpicker.com/product/RBsV3C/gskill-trident-z5-neo-rgb-48-gb-2-x-24-gb-ddr5-8000-cl40-memory-f5-8000j4048g24gx2-tz5nr,40,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 24GB,F5-8000J4048G24GX2-TZ5NR,3,DDR5-8000,1.4,5,40,48,48,128,TRUE,DDR5
Kingbank Sharpblade 32 Gb (2 X 16 Gb) Ddr5-6800 Cl34,https://pcpartpicker.com/product/NMNYcf/kingbank-sharpblade-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-brsbddr516g6800x2,34,Black,10,288-pin DIMM (DDR5),TRUE,Kingbank,2 x 16GB,BRSBDDR516G6800X2,3,DDR5-6800,1.4,5,,,,,TRUE,DDR5
Teamgroup T-Force Delta Rgb 16 Gb (2 X 8 Gb) Ddr4-3000 Cl16,https://pcpartpicker.com/product/PBPKHx/team-t-force-delta-rgb-16gb-2-x-8gb-ddr4-3000-memory-tf3d416g3000hc16cdc01,16,Black,10.667,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 8GB,TF3D416G3000HC16CDC01,3,DDR4-3000,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Vengeance Lpx 32 Gb (4 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/ZBjWGX/corsair-vengeance-lpx-32gb-4-x-8gb-ddr4-3200-memory-cmk32gx4m4b3200c16w,16,White,10,288-pin DIMM (DDR4),TRUE,Corsair,4 x 8GB,CMK32GX4M4B3200C16W,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Patriot Viper Venom 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/8fWzK8/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-pvv532g600c36k,36,Black / White,12,288-pin DIMM (DDR5),TRUE,Patriot,2 x 16GB,PVV532G600C36K,3,DDR5-6000,1.25,5,36,36,36,76,TRUE,DDR5
Teamgroup T-Force Delta Rgb 32 Gb (2 X 16 Gb) Ddr5-7200 Cl34,https://pcpartpicker.com/product/ktPQzy/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-ff4d532g7200hc34adc01,34,White / Gray,9.444,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FF4D532G7200HC34ADC01,3,DDR5-7200,1.4,5,34,42,42,84,TRUE,DDR5
Kingston Hyperx Fury 8 Gb (2 X 4 Gb) Ddr3-1866 Cl10,https://pcpartpicker.com/product/wjPfrH/kingston-memory-hx318c10frk28,10,Red / Silver,10.718,240-pin DIMM (DDR3),TRUE,Kingston,2 x 4GB,HX318C10FRK2/8,3,DDR3-1866,1.5,3,,,,,TRUE,DDR3
G.Skill Ripjaws M5 Neo Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl28,https://pcpartpicker.com/product/nvVfrH/gskill-ripjaws-m5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl28-memory-f5-6000j2836g32gx2-rm5nrk,28,Black,9.333,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J2836G32GX2-RM5NRK,3,DDR5-6000,1.4,5,28,36,36,96,TRUE,DDR5
Corsair Vengeance Rgb Pro 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/NyTPxr/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-3200-memory-cmw32gx4m2c3200c16,16,Black,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 16GB,CMW32GX4M2C3200C16,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Corsair Vengeance Lpx 32 Gb (2 X 16 Gb) Ddr4-4000 Cl18,https://pcpartpicker.com/product/pp848d/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-4000-memory-cmk32gx4m2z4000c18,18,Black / Yellow,9,288-pin DIMM (DDR4),TRUE,Corsair,2 x 16GB,CMK32GX4M2Z4000C18,3,DDR4-4000,1.35,4,18,22,22,42,TRUE,DDR4
Goodram Irdm 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/Fk88TW/goodram-irdm-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ir-6000d564l30s32gdc,30,Black,10,288-pin DIMM (DDR5),TRUE,Goodram,2 x 16GB,IR-6000D564L30S/32GDC,3,DDR5-6000,1.35,5,30,36,36,76,TRUE,DDR5
Corsair Vengeance Rgb Pro 16 Gb (2 X 8 Gb) Ddr4-2666 Cl16,https://pcpartpicker.com/product/rrtQzy/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-2666-memory-cmw16gx4m2a2666c16w,16,White,12.003,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMW16GX4M2A2666C16W,3,DDR4-2666,1.2,4,16,18,18,35,TRUE,DDR4
Teamgroup T-Force Delta Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/D67scf/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ff4d532g6400hc32adc01,32,White,10,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FF4D532G6400HC32ADC01,3,DDR5-6400,1.35,5,32,39,39,84,TRUE,DDR5
Corsair Dominator Platinum Rgb 64 Gb (2 X 32 Gb) Ddr5-6600 Cl32,https://pcpartpicker.com/product/hnLdnQ/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmt64gx5m2b6600c32,32,Black,9.697,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMT64GX5M2B6600C32,3,DDR5-6600,1.4,5,32,39,39,76,TRUE,DDR5
Kingston Fury Renegade 32 Gb (2 X 16 Gb) Ddr5-6000 Cl32,https://pcpartpicker.com/product/BzTZxr/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-kf560c32rwk2-32,32,Silver / White,10.667,288-pin DIMM (DDR5),TRUE,Kingston,2 x 16GB,KF560C32RWK2-32,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
Corsair Vengeance Lpx 8 Gb (2 X 4 Gb) Ddr4-2666 Cl16,https://pcpartpicker.com/product/NTCrxr/corsair-memory-cmk8gx4m2a2666c16,16,Black / Yellow,12.003,288-pin DIMM (DDR4),TRUE,Corsair,2 x 4GB,CMK8GX4M2A2666C16,3,DDR4-2666,1.2,4,16,18,18,35,TRUE,DDR4
Corsair Vengeance Lpx 64 Gb (2 X 32 Gb) Ddr4-3000 Cl16,https://pcpartpicker.com/product/wmqBD3/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-3000-memory-cmk64gx4m2d3000c16,16,Black / Yellow,10.667,288-pin DIMM (DDR4),TRUE,Corsair,2 x 32GB,CMK64GX4M2D3000C16,3,DDR4-3000,1.35,4,16,20,20,38,TRUE,DDR4
Corsair Vengeance Lpx 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/6rrcCJ/corsair-memory-cmk32gx4m2b3200c16,16,Black / Yellow,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 16GB,CMK32GX4M2B3200C16,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Corsair Vengeance Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/Nn9wrH/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30w,30,White / Silver,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMH64GX5M2B6000C30W,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-5600 Cl40,https://pcpartpicker.com/product/PyJgXL/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-cmh32gx5m2b5600c40k,40,Black / Gray,14.286,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B5600C40K,3,DDR5-5600,1.25,5,40,40,40,77,TRUE,DDR5
Patriot Signature Line 16 Gb (2 X 8 Gb) Ddr4-2400 Cl17,https://pcpartpicker.com/product/zbs8TW/patriot-signature-line-16gb-2-x-8gb-ddr4-2400-memory-psd416g2400k,17,Nan,14.167,288-pin DIMM (DDR4),FALSE,Patriot,2 x 8GB,PSD416G2400K,3,DDR4-2400,1.2,4,17,17,17,39,TRUE,DDR4
Teamgroup Elite 16 Gb (2 X 8 Gb) Ddr4-2400 Cl16,https://pcpartpicker.com/product/Fz4Ycf/teamgroup-elite-16-gb-2-x-8-gb-ddr4-2400-cl16-memory-ted416g2400c16dc01,16,Black,13.333,288-pin DIMM (DDR4),FALSE,Teamgroup,2 x 8GB,TED416G2400C16DC01,3,DDR4-2400,1.2,4,16,16,16,39,TRUE,DDR4
G.Skill Trident Z5 Rgb 32 Gb (2 X 16 Gb) Ddr5-8000 Cl38,https://pcpartpicker.com/product/xQ8bt6/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-f5-8000j3848h16gx2-tz5rk,38,Black,9.5,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-8000J3848H16GX2-TZ5RK,3,DDR5-8000,1.45,5,38,38,48,128,TRUE,DDR5
Kingston Fury Beast 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/RMkH99/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bwek2-64,30,White,10,288-pin DIMM (DDR5),TRUE,Kingston,2 x 32GB,KF560C30BWEK2-64,3,DDR5-6000,1.4,5,,,,,TRUE,DDR5
Teamgroup Vulcan Z 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/768bt6/team-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzgd416g3600hc18jdc01,18,Black,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 8GB,TLZGD416G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Crucial Ballistix 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/33WBD3/crucial-ballistix-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-bl2k16g36c16u4bl,16,Black,8.889,288-pin DIMM (DDR4),TRUE,Crucial,2 x 16GB,BL2K16G36C16U4BL,3,DDR4-3600,1.35,4,,,,,TRUE,DDR4
Silicon Power Xpower Pulse Gaming 16 Gb (1 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/JGyH99/silicon-power-xpower-pulse-gaming-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-sp016gxlwu60afsj,30,Black / White,10,288-pin DIMM (DDR5),TRUE,Silicon Power,1 x 16GB,SP016GXLWU60AFSJ,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
G.Skill Ripjaws S5 96 Gb (2 X 48 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/jn26Mp/gskill-ripjaws-s5-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-rs5k,32,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 48GB,F5-6400J3239F48GX2-RS5K,3,DDR5-6400,1.35,5,32,39,39,102,TRUE,DDR5
Teamgroup T-Force Delta Tuf Gaming Alliance Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl38,https://pcpartpicker.com/product/9tgrxr/teamgroup-t-force-delta-tuf-gaming-alliance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ff5d532g6000hc38adc01,38,Black,12.667,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FF5D532G6000HC38ADC01,3,DDR5-6000,1.25,5,38,38,38,78,TRUE,DDR5
Klevv Cras X Rgb 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/cGJgXL/klevv-cras-x-rgb-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kd4agu880-32a160x,16,Black,10,288-pin DIMM (DDR4),TRUE,Klevv,2 x 16GB,KD4AGU880-32A160X,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/YBWzK8/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmk32gx5m2b5200c40,40,Black,15.385,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B5200C40,3,DDR5-5200,1.25,5,40,40,40,77,TRUE,DDR5
G.Skill Ripjaws M5 Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl36,https://pcpartpicker.com/product/28DQzy/gskill-ripjaws-m5-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-f5-6400j3648f16gx2-rm5rk,36,Black,11.25,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6400J3648F16GX2-RM5RK,3,DDR5-6400,1.35,5,36,48,48,102,TRUE,DDR5
Patriot Viper Venom Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/YYcBD3/patriot-viper-venom-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pvvr532g600c30k,30,Black / Silver,10,288-pin DIMM (DDR5),TRUE,Patriot,2 x 16GB,PVVR532G600C30K,3,DDR5-6000,1.35,5,30,40,40,76,TRUE,DDR5
G.Skill Trident Z5 Rgb 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/8F4Zxr/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-tz5rw,32,White / Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6400J3239G32GX2-TZ5RW,3,DDR5-6400,1.4,5,32,39,39,102,TRUE,DDR5
Corsair Vengeance Rgb Pro Sl 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/GfMTwP/corsair-vengeance-rgb-pro-sl-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-cmh16gx4m2e3200c16w,16,White / Black,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMH16GX4M2E3200C16W,3,DDR4-3200,1.35,4,16,20,20,38,TRUE,DDR4
G.Skill Trident Z Rgb 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/fBLwrH/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gtzr,18,Black,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-3600C18D-32GTZR,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Corsair Vengeance Lpx 16 Gb (2 X 8 Gb) Ddr4-2400 Cl16,https://pcpartpicker.com/product/y9rcCJ/corsair-memory-cmk16gx4m2a2400c16,16,Black / Yellow,13.333,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMK16GX4M2A2400C16,3,DDR4-2400,1.2,4,16,16,16,39,TRUE,DDR4
Oloy Md4U083216Bjda 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/fByqqs/oloy-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-md4u083216bjda,16,Black,10,288-pin DIMM (DDR4),TRUE,Oloy,2 x 8GB,MD4U083216BJDA,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Corsair Vengeance 96 Gb (2 X 48 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/Qwqrxr/corsair-vengeance-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmk96gx5m2b6400c32,32,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 48GB,CMK96GX5M2B6400C32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Kingston Fury Beast 16 Gb (2 X 8 Gb) Ddr4-3600 Cl17,https://pcpartpicker.com/product/DBH7YJ/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbk216,17,Black,9.444,288-pin DIMM (DDR4),TRUE,Kingston,2 x 8GB,KF436C17BBK2/16,3,DDR4-3600,1.35,4,,,,,TRUE,DDR4
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6200 Cl36,https://pcpartpicker.com/product/973gXL/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-cmk32gx5m2b6200c36,36,Black,11.613,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B6200C36,3,DDR5-6200,1.3,5,36,39,39,76,TRUE,DDR5
Corsair Vengeance Rgb 96 Gb (2 X 48 Gb) Ddr5-5600 Cl40,https://pcpartpicker.com/product/2Yrqqs/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-5600-cl40-memory-cmh96gx5m2b5600c40,40,Black,14.286,288-pin DIMM (DDR5),TRUE,Corsair,2 x 48GB,CMH96GX5M2B5600C40,3,DDR5-5600,1.25,5,40,40,40,77,TRUE,DDR5
G.Skill Trident Z Royal 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/xcxbt6/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtrgc,16,Gold,8.889,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-3600C16D-32GTRGC,3,DDR4-3600,1.35,4,16,19,19,39,TRUE,DDR4
Silicon Power Xpower Zenith Gaming 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/ypRwrH/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdg,30,White,10,288-pin DIMM (DDR5),TRUE,Silicon Power,2 x 16GB,SP032GXLWU60AFDG,3,DDR5-6000,1.35,5,30,38,38,96,TRUE,DDR5
G.Skill Flare X5 96 Gb (2 X 48 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/rYkH99/gskill-flare-x5-96-gb-2-x-48-gb-ddr5-5200-cl40-memory-f5-5200j4040a48gx2-fx5,40,Black,15.385,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 48GB,F5-5200J4040A48GX2-FX5,3,DDR5-5200,1.1,5,40,40,40,83,TRUE,DDR5
Adata Xpg Gammix D20 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/mLCFf7/adata-xpg-gammix-d20-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u320038g16a-dcbk20,16,Black,10,288-pin DIMM (DDR4),TRUE,Adata,2 x 8GB,AX4U320038G16A-DCBK20,3,DDR4-3200,1.35,4,,,,,TRUE,DDR4
G.Skill Trident Z5 Royal Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-8000 Cl38,https://pcpartpicker.com/product/tDGhP6/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-f5-8000j3848h16gx2-tr5ns,38,Silver,9.5,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-8000J3848H16GX2-TR5NS,3,DDR5-8000,1.45,5,38,48,48,128,TRUE,DDR5
G.Skill Trident Z Neo 32 Gb (2 X 16 Gb) Ddr4-4000 Cl16,https://pcpartpicker.com/product/qFRYcf/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-4000-cl16-memory-f4-4000c16d-32gtzn,16,Black / White,8,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-4000C16D-32GTZN,3,DDR4-4000,1.4,4,16,19,19,39,TRUE,DDR4
Corsair Vengeance 8 Gb (2 X 4 Gb) Ddr3-1600 Cl9,https://pcpartpicker.com/product/6hzv6h/corsair-memory-cmz8gx3m2a1600c9b,9,Black / Blue,11.25,240-pin DIMM (DDR3),TRUE,Corsair,2 x 4GB,CMZ8GX3M2A1600C9B,3,DDR3-1600,1.5,3,9,9,9,24,TRUE,DDR3
Micron Mta18Adf2G72Az-3G2E1 16 Gb (1 X 16 Gb) Ddr4-3200 Cl22,https://pcpartpicker.com/product/ML7p99/micron-16-gb-1-x-16-gb-ddr4-3200-memory-mta18adf2g72az-3g2e1,22,Black / Green,13.75,288-pin DIMM (DDR4),FALSE,Micron,1 x 16GB,MTA18ADF2G72AZ-3G2E1,3,DDR4-3200,1.2,4,,,,,TRUE,DDR4
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl40,https://pcpartpicker.com/product/h47G3C/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-cmh32gx5m2b6000c40,40,Black,13.333,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B6000C40,3,DDR5-6000,1.35,5,40,40,40,77,TRUE,DDR5
G.Skill Trident Z Rgb 64 Gb (2 X 32 Gb) Ddr4-4000 Cl18,https://pcpartpicker.com/product/RjzFf7/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18d-64gtzr,18,Black,9,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 32GB,F4-4000C18D-64GTZR,3,DDR4-4000,1.4,4,18,22,22,42,TRUE,DDR4
Lexar Ares Rgb 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/Zrhv6h/lexar-ares-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-ld4bu016g-r3600gdla,18,Black,10,288-pin DIMM (DDR4),TRUE,Lexar,2 x 16GB,LD4BU016G-R3600GDLA,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Patriot Viper Venom 32 Gb (2 X 16 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/mbJgXL/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-pvv532g560c36k,36,Black / White,12.857,288-pin DIMM (DDR5),TRUE,Patriot,2 x 16GB,PVV532G560C36K,3,DDR5-5600,1.25,5,36,36,36,68,TRUE,DDR5
Oloy Md4U083016Bgda 16 Gb (2 X 8 Gb) Ddr4-3000 Cl16,https://pcpartpicker.com/product/smGnTW/oloy-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-md4u083016bgda,16,Black,10.667,288-pin DIMM (DDR4),TRUE,Oloy,2 x 8GB,MD4U083016BGDA,3,DDR4-3000,1.35,4,16,18,18,36,TRUE,DDR4
G.Skill Trident Z5 Neo 32 Gb (2 X 16 Gb) Ddr5-5600 Cl28,https://pcpartpicker.com/product/NhC48d/gskill-trident-z5-neo-32-gb-2-x-16-gb-ddr5-5600-cl28-memory-f5-5600j2834f16gx2-tz5n,28,Black,10,288-pin DIMM (DDR5),FALSE,G.Skill,2 x 16GB,F5-5600J2834F16GX2-TZ5N,3,DDR5-5600,1.35,5,28,34,34,89,TRUE,DDR5
